real;plane;angle;serial;error;opti
16.0;yaw;90.0;16.528818130493164;0.4386863708496094;16.090131759643555
16.0;yaw;90.0;16.547578811645508;0.4574470520019531;16.090131759643555
16.0;yaw;90.0;16.547578811645508;0.4574470520019531;16.090131759643555
16.0;yaw;90.0;16.510055541992188;0.4199237823486328;16.090131759643555
16.0;yaw;90.0;16.56633949279785;0.4762077331542969;16.090131759643555
16.0;yaw;90.0;16.491294860839844;0.4007110595703125;16.09058380126953
16.0;yaw;90.0;16.547578811645508;0.45699501037597656;16.09058380126953
16.0;yaw;90.0;16.547578811645508;0.45699501037597656;16.09058380126953
16.0;yaw;90.0;16.510055541992188;0.41947174072265625;16.09058380126953
16.0;yaw;90.0;16.547578811645508;0.45699501037597656;16.09058380126953
16.0;yaw;90.0;16.56633949279785;0.4757556915283203;16.09058380126953
16.0;yaw;90.0;16.56633949279785;0.4757556915283203;16.09058380126953
16.0;yaw;90.0;16.547578811645508;0.45662879943847656;16.09095001220703
16.0;yaw;90.0;16.528818130493164;0.4378681182861328;16.09095001220703
16.0;yaw;90.0;16.528818130493164;0.4378681182861328;16.09095001220703
16.0;yaw;90.0;16.547578811645508;0.45662879943847656;16.09095001220703
16.0;yaw;90.0;16.547578811645508;0.45662879943847656;16.09095001220703
16.0;yaw;90.0;16.56633949279785;0.4753894805908203;16.09095001220703
16.0;yaw;90.0;16.547578811645508;0.45662879943847656;16.09095001220703
16.0;yaw;90.0;16.585102081298828;0.4946098327636719;16.090492248535156
16.0;yaw;90.0;16.547578811645508;0.45708656311035156;16.090492248535156
16.0;yaw;90.0;16.510055541992188;0.41956329345703125;16.090492248535156
16.0;yaw;90.0;16.547578811645508;0.45708656311035156;16.090492248535156
16.0;yaw;90.0;16.547578811645508;0.45708656311035156;16.090492248535156
16.0;yaw;90.0;16.56633949279785;0.4758472442626953;16.090492248535156
16.0;yaw;90.0;16.510055541992188;0.41956329345703125;16.090492248535156
16.0;yaw;90.0;16.547578811645508;0.45708656311035156;16.090492248535156
16.0;yaw;90.0;16.510055541992188;0.42012977600097656;16.08992576599121
16.0;yaw;90.0;16.510055541992188;0.42012977600097656;16.08992576599121
16.0;yaw;90.0;16.547578811645508;0.4576530456542969;16.08992576599121
16.0;yaw;90.0;16.510055541992188;0.42012977600097656;16.08992576599121
16.0;yaw;90.0;16.528818130493164;0.4388923645019531;16.08992576599121
16.0;yaw;90.0;16.510055541992188;0.42012977600097656;16.08992576599121
16.0;yaw;90.0;16.528818130493164;0.4388923645019531;16.08992576599121
16.0;yaw;90.0;16.491294860839844;0.40050315856933594;16.090791702270508
16.0;yaw;90.0;16.528818130493164;0.43802642822265625;16.090791702270508
16.0;yaw;90.0;16.528818130493164;0.43802642822265625;16.090791702270508
16.0;yaw;90.0;16.528818130493164;0.43802642822265625;16.090791702270508
16.0;yaw;90.0;16.547578811645508;0.456787109375;16.090791702270508
16.0;yaw;90.0;16.510055541992188;0.4192638397216797;16.090791702270508
16.0;yaw;90.0;16.56633949279785;0.47554779052734375;16.090791702270508
16.0;yaw;90.0;16.547578811645508;0.4572162628173828;16.090362548828125
16.0;yaw;90.0;16.56633949279785;0.47597694396972656;16.090362548828125
16.0;yaw;90.0;16.547578811645508;0.4572162628173828;16.090362548828125
16.0;yaw;90.0;16.547578811645508;0.4572162628173828;16.090362548828125
16.0;yaw;90.0;16.547578811645508;0.4572162628173828;16.090362548828125
16.0;yaw;90.0;16.491294860839844;0.40093231201171875;16.090362548828125
16.0;yaw;90.0;16.547578811645508;0.4572162628173828;16.090362548828125
16.0;yaw;90.0;16.56633949279785;0.47597694396972656;16.090362548828125
16.0;yaw;90.0;16.472532272338867;0.3821887969970703;16.090343475341797
16.0;yaw;90.0;16.528818130493164;0.4384746551513672;16.090343475341797
16.0;yaw;90.0;16.491294860839844;0.4009513854980469;16.090343475341797
16.0;yaw;90.0;16.510055541992188;0.4197120666503906;16.090343475341797
16.0;yaw;90.0;16.510055541992188;0.4197120666503906;16.090343475341797
16.0;yaw;90.0;16.528818130493164;0.4384746551513672;16.090343475341797
16.0;yaw;90.0;16.528818130493164;0.4383373260498047;16.09048080444336
16.0;yaw;90.0;16.510055541992188;0.4194221496582031;16.090633392333984
16.0;yaw;90.0;16.510055541992188;0.4194221496582031;16.090633392333984
16.0;yaw;90.0;16.510055541992188;0.4194221496582031;16.090633392333984
16.0;yaw;90.0;16.56633949279785;0.4757061004638672;16.090633392333984
16.0;yaw;90.0;16.491294860839844;0.4006614685058594;16.090633392333984
16.0;yaw;90.0;16.56633949279785;0.4757061004638672;16.090633392333984
16.0;yaw;90.0;16.528818130493164;0.4381847381591797;16.090633392333984
16.0;yaw;90.0;16.510055541992188;0.4194221496582031;16.090633392333984
16.0;yaw;90.0;16.528818130493164;0.438140869140625;16.09067726135254
16.0;yaw;90.0;16.510055541992188;0.41937828063964844;16.09067726135254
16.0;yaw;90.0;16.510055541992188;0.41937828063964844;16.09067726135254
16.0;yaw;90.0;16.510055541992188;0.41937828063964844;16.09067726135254
16.0;yaw;90.0;16.510055541992188;0.41937828063964844;16.09067726135254
16.0;yaw;90.0;16.547578811645508;0.45690155029296875;16.09067726135254
16.0;yaw;90.0;16.528818130493164;0.438140869140625;16.09067726135254
16.0;yaw;90.0;16.528818130493164;0.438140869140625;16.09067726135254
16.0;yaw;90.0;16.528818130493164;0.4381904602050781;16.090627670288086
16.0;yaw;90.0;16.510055541992188;0.41942787170410156;16.090627670288086
16.0;yaw;90.0;16.510055541992188;0.41942787170410156;16.090627670288086
16.0;yaw;90.0;16.528818130493164;0.4381904602050781;16.090627670288086
16.0;yaw;90.0;16.585102081298828;0.4944744110107422;16.090627670288086
16.0;yaw;90.0;16.528818130493164;0.4381904602050781;16.090627670288086
16.0;yaw;180.0;16.885284423828125;0.7948760986328125;16.090408325195312
16.0;yaw;180.0;16.94156837463379;0.8507156372070312;16.090852737426758
16.0;yaw;180.0;16.94156837463379;0.8507156372070312;16.090852737426758
16.0;yaw;180.0;16.90404510498047;0.8131923675537109;16.090852737426758
16.0;yaw;180.0;16.960329055786133;0.869476318359375;16.090852737426758
16.0;yaw;180.0;16.94156837463379;0.8507156372070312;16.090852737426758
16.0;yaw;180.0;16.97909164428711;0.8882389068603516;16.090852737426758
16.0;yaw;180.0;16.94156837463379;0.8507156372070312;16.090852737426758
16.0;yaw;180.0;16.94156837463379;0.8506889343261719;16.090879440307617
16.0;yaw;180.0;16.94156837463379;0.8506889343261719;16.090879440307617
16.0;yaw;180.0;16.94156837463379;0.8506889343261719;16.090879440307617
16.0;yaw;180.0;16.922807693481445;0.8319282531738281;16.090879440307617
16.0;yaw;180.0;16.94156837463379;0.8506889343261719;16.090879440307617
16.0;yaw;180.0;16.922807693481445;0.8319282531738281;16.090879440307617
16.0;yaw;180.0;16.922807693481445;0.8319282531738281;16.090879440307617
16.0;yaw;180.0;16.922807693481445;0.8319282531738281;16.090879440307617
16.0;yaw;180.0;16.94156837463379;0.8506011962890625;16.090967178344727
16.0;yaw;180.0;16.94156837463379;0.8506011962890625;16.090967178344727
16.0;yaw;180.0;16.922807693481445;0.8318405151367188;16.090967178344727
16.0;yaw;180.0;16.90404510498047;0.8130779266357422;16.090967178344727
16.0;yaw;180.0;16.922807693481445;0.8318405151367188;16.090967178344727
16.0;yaw;180.0;16.90404510498047;0.8130779266357422;16.090967178344727
16.0;yaw;180.0;16.90404510498047;0.8130779266357422;16.090967178344727
16.0;yaw;180.0;16.885284423828125;0.7943058013916016;16.090978622436523
16.0;yaw;180.0;16.885284423828125;0.7943058013916016;16.090978622436523
16.0;yaw;180.0;16.922807693481445;0.8318290710449219;16.090978622436523
16.0;yaw;180.0;16.922807693481445;0.8318290710449219;16.090978622436523
16.0;yaw;180.0;16.94156837463379;0.8505897521972656;16.090978622436523
16.0;yaw;180.0;16.90404510498047;0.8130664825439453;16.090978622436523
16.0;yaw;180.0;16.922807693481445;0.8318290710449219;16.090978622436523
16.0;yaw;180.0;16.922807693481445;0.8322067260742188;16.090600967407227
16.0;yaw;180.0;16.94156837463379;0.8509674072265625;16.090600967407227
16.0;yaw;180.0;16.94156837463379;0.8509674072265625;16.090600967407227
16.0;yaw;180.0;16.94156837463379;0.8509674072265625;16.090600967407227
16.0;yaw;180.0;16.960329055786133;0.8697280883789062;16.090600967407227
16.0;yaw;180.0;16.94156837463379;0.8509674072265625;16.090600967407227
16.0;yaw;180.0;16.94156837463379;0.8509674072265625;16.090600967407227
16.0;yaw;180.0;16.94156837463379;0.8506393432617188;16.09092903137207
16.0;yaw;180.0;16.960329055786133;0.8694000244140625;16.09092903137207
16.0;yaw;180.0;16.922807693481445;0.831878662109375;16.09092903137207
16.0;yaw;180.0;16.997852325439453;0.9069232940673828;16.09092903137207
16.0;yaw;180.0;17.01661491394043;0.9256858825683594;16.09092903137207
16.0;yaw;180.0;16.997852325439453;0.9069232940673828;16.09092903137207
16.0;yaw;180.0;16.997852325439453;0.9069232940673828;16.09092903137207
16.0;yaw;180.0;16.997852325439453;0.9069232940673828;16.09092903137207
16.0;yaw;180.0;17.01661491394043;0.9256858825683594;16.09092903137207
16.0;yaw;180.0;16.997852325439453;0.9073619842529297;16.090490341186523
16.0;yaw;180.0;16.56633949279785;0.4758491516113281;16.090490341186523
16.0;yaw;180.0;16.641386032104492;0.5508956909179688;16.090490341186523
16.0;yaw;180.0;17.05413818359375;0.9636478424072266;16.090490341186523
16.0;yaw;180.0;17.035375595092773;0.94488525390625;16.090490341186523
16.0;yaw;180.0;17.035375595092773;0.94488525390625;16.090490341186523
16.0;yaw;180.0;16.603862762451172;0.5133724212646484;16.090490341186523
16.0;yaw;180.0;16.603862762451172;0.512969970703125;16.090892791748047
16.0;yaw;180.0;16.641386032104492;0.5504932403564453;16.090892791748047
16.0;yaw;180.0;16.66014862060547;0.5692558288574219;16.090892791748047
16.0;yaw;180.0;17.05413818359375;0.9632453918457031;16.090892791748047
16.0;yaw;180.0;16.28491973876953;0.19402694702148438;16.090892791748047
16.0;yaw;180.0;16.28491973876953;0.19402694702148438;16.090892791748047
16.0;yaw;180.0;16.303680419921875;0.21278762817382812;16.090892791748047
16.0;yaw;180.0;16.228635787963867;0.1377429962158203;16.090892791748047
16.0;yaw;180.0;16.28491973876953;0.19437217712402344;16.090547561645508
16.0;yaw;180.0;16.303680419921875;0.2131328582763672;16.090547561645508
16.0;yaw;180.0;16.341203689575195;0.2506561279296875;16.090547561645508
16.0;yaw;180.0;16.35996437072754;0.26941680908203125;16.090547561645508
16.0;yaw;180.0;16.32244110107422;0.23189353942871094;16.090547561645508
16.0;yaw;180.0;16.303680419921875;0.2131328582763672;16.090547561645508
16.0;yaw;180.0;16.303680419921875;0.2131328582763672;16.090547561645508
16.0;yaw;180.0;16.32244110107422;0.23187828063964844;16.09056282043457
16.0;yaw;180.0;16.341203689575195;0.250640869140625;16.09056282043457
16.0;yaw;180.0;16.341203689575195;0.250640869140625;16.09056282043457
16.0;yaw;180.0;16.32244110107422;0.23187828063964844;16.09056282043457
16.0;yaw;180.0;16.341203689575195;0.250640869140625;16.09056282043457
16.0;yaw;180.0;16.416248321533203;0.3256855010986328;16.09056282043457
16.0;yaw;180.0;16.35996437072754;0.26940155029296875;16.09056282043457
16.0;yaw;180.0;16.341203689575195;0.2506256103515625;16.090578079223633
16.0;yaw;180.0;16.39748764038086;0.30690956115722656;16.090578079223633
16.0;yaw;180.0;16.32244110107422;0.23186302185058594;16.090578079223633
16.0;yaw;180.0;16.378725051879883;0.28814697265625;16.090578079223633
16.0;yaw;180.0;16.39748764038086;0.30690956115722656;16.090578079223633
16.0;yaw;180.0;16.378725051879883;0.28814697265625;16.090578079223633
16.0;yaw;180.0;16.416248321533203;0.3256702423095703;16.090578079223633
16.0;yaw;180.0;16.416248321533203;0.3256702423095703;16.090578079223633
16.0;yaw;180.0;16.39748764038086;0.3069019317626953;16.090585708618164
16.0;yaw;180.0;16.43501091003418;0.3444252014160156;16.090585708618164
16.0;yaw;180.0;16.416248321533203;0.32566261291503906;16.090585708618164
16.0;yaw;180.0;16.341203689575195;0.25061798095703125;16.090585708618164
16.0;yaw;180.0;16.43501091003418;0.3444252014160156;16.090585708618164
16.0;yaw;180.0;16.43501091003418;0.3444252014160156;16.090585708618164
16.0;yaw;180.0;16.43501091003418;0.3444252014160156;16.090585708618164
16.0;yaw;180.0;16.39748764038086;0.3065052032470703;16.09098243713379
16.0;yaw;180.0;16.43501091003418;0.3440284729003906;16.09098243713379
16.0;yaw;180.0;16.43501091003418;0.3440284729003906;16.09098243713379
16.0;yaw;180.0;16.453771591186523;0.3627891540527344;16.09098243713379
16.0;yaw;180.0;16.43501091003418;0.3440284729003906;16.09098243713379
16.0;yaw;180.0;16.472532272338867;0.3815498352050781;16.09098243713379
16.0;yaw;180.0;16.453771591186523;0.3627891540527344;16.09098243713379
16.0;yaw;180.0;16.453771591186523;0.36280059814453125;16.090970993041992
16.0;yaw;180.0;16.43501091003418;0.3440399169921875;16.090970993041992
16.0;yaw;180.0;16.43501091003418;0.3440399169921875;16.090970993041992
16.0;yaw;270.0;16.453771591186523;0.3645439147949219;16.0892276763916
16.0;yaw;270.0;16.472532272338867;0.3833045959472656;16.0892276763916
16.0;yaw;270.0;16.416248321533203;0.32702064514160156;16.0892276763916
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.453771591186523;0.3645896911621094;16.089181900024414
16.0;yaw;270.0;16.491294860839844;0.4021129608154297;16.089181900024414
16.0;yaw;270.0;16.472532272338867;0.3833503723144531;16.089181900024414
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.453771591186523;0.3645896911621094;16.089181900024414
16.0;yaw;270.0;16.416248321533203;0.32706642150878906;16.089181900024414
16.0;yaw;270.0;16.453771591186523;0.3645896911621094;16.089181900024414
16.0;yaw;270.0;16.491294860839844;0.4020233154296875;16.089271545410156
16.0;yaw;270.0;16.43501091003418;0.34573936462402344;16.089271545410156
16.0;yaw;270.0;16.453771591186523;0.3645000457763672;16.089271545410156
16.0;yaw;270.0;16.39748764038086;0.3082160949707031;16.089271545410156
16.0;yaw;270.0;16.39748764038086;0.3082160949707031;16.089271545410156
16.0;yaw;270.0;16.491294860839844;0.4020233154296875;16.089271545410156
16.0;yaw;270.0;16.43501091003418;0.34573936462402344;16.089271545410156
16.0;yaw;270.0;16.43501091003418;0.3457984924316406;16.08921241760254
16.0;yaw;270.0;16.416248321533203;0.32703590393066406;16.08921241760254
16.0;yaw;270.0;16.416248321533203;0.32703590393066406;16.08921241760254
16.0;yaw;270.0;16.416248321533203;0.32703590393066406;16.08921241760254
16.0;yaw;270.0;16.416248321533203;0.32703590393066406;16.08921241760254
16.0;yaw;270.0;16.416248321533203;0.32703590393066406;16.08921241760254
16.0;yaw;270.0;16.43501091003418;0.3457984924316406;16.08921241760254
16.0;yaw;270.0;16.453771591186523;0.3645591735839844;16.08921241760254
16.0;yaw;270.0;16.416248321533203;0.327056884765625;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.34581947326660156;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.34581947326660156;16.089191436767578
16.0;yaw;270.0;16.453771591186523;0.3645801544189453;16.089191436767578
16.0;yaw;270.0;16.453771591186523;0.3645801544189453;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.34581947326660156;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.34581947326660156;16.089191436767578
16.0;yaw;270.0;16.453771591186523;0.36452674865722656;16.089244842529297
16.0;yaw;270.0;16.416248321533203;0.32700347900390625;16.089244842529297
16.0;yaw;270.0;16.43501091003418;0.3457660675048828;16.089244842529297
16.0;yaw;270.0;16.416248321533203;0.32700347900390625;16.089244842529297
16.0;yaw;270.0;16.453771591186523;0.36452674865722656;16.089244842529297
16.0;yaw;270.0;16.453771591186523;0.36452674865722656;16.089244842529297
16.0;yaw;270.0;16.43501091003418;0.3457660675048828;16.089244842529297
16.0;yaw;270.0;16.43501091003418;0.34581565856933594;16.089195251464844
16.0;yaw;270.0;16.472532272338867;0.38333702087402344;16.089195251464844
16.0;yaw;270.0;16.416248321533203;0.3270530700683594;16.089195251464844
16.0;yaw;270.0;16.43501091003418;0.34581565856933594;16.089195251464844
16.0;yaw;270.0;16.416248321533203;0.3270530700683594;16.089195251464844
16.0;yaw;270.0;16.453771591186523;0.3645763397216797;16.089195251464844
16.0;yaw;270.0;16.453771591186523;0.3645763397216797;16.089195251464844
16.0;yaw;270.0;16.43501091003418;0.34581565856933594;16.089195251464844
16.0;yaw;270.0;16.43501091003418;0.34577369689941406;16.089237213134766
16.0;yaw;270.0;16.472532272338867;0.38329505920410156;16.089237213134766
16.0;yaw;270.0;16.43501091003418;0.34577369689941406;16.089237213134766
16.0;yaw;270.0;16.472532272338867;0.38329505920410156;16.089237213134766
16.0;yaw;270.0;16.453771591186523;0.3645343780517578;16.089237213134766
16.0;yaw;270.0;16.43501091003418;0.34577369689941406;16.089237213134766
16.0;yaw;270.0;16.453771591186523;0.3645343780517578;16.089237213134766
16.0;yaw;270.0;16.416248321533203;0.3270111083984375;16.089237213134766
16.0;yaw;270.0;16.453771591186523;0.3645744323730469;16.089197158813477
16.0;yaw;270.0;16.43501091003418;0.3458137512207031;16.089197158813477
16.0;yaw;270.0;16.39748764038086;0.3082904815673828;16.089197158813477
16.0;yaw;270.0;16.472532272338867;0.3833351135253906;16.089197158813477
16.0;yaw;270.0;16.453771591186523;0.3645744323730469;16.089197158813477
16.0;yaw;270.0;16.43501091003418;0.3458137512207031;16.089197158813477
16.0;yaw;270.0;16.416248321533203;0.32705116271972656;16.089197158813477
16.0;yaw;270.0;16.472532272338867;0.38334083557128906;16.089191436767578
16.0;yaw;270.0;16.472532272338867;0.38334083557128906;16.089191436767578
16.0;yaw;270.0;16.416248321533203;0.327056884765625;16.089191436767578
16.0;yaw;270.0;16.416248321533203;0.327056884765625;16.089191436767578
16.0;yaw;270.0;16.453771591186523;0.3645801544189453;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.34581947326660156;16.089191436767578
16.0;yaw;270.0;16.491294860839844;0.4021034240722656;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.34581947326660156;16.089191436767578
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.453771591186523;0.3645896911621094;16.089181900024414
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.453771591186523;0.3645896911621094;16.089181900024414
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.43501091003418;0.3458290100097656;16.089181900024414
16.0;yaw;270.0;16.39748764038086;0.3087787628173828;16.088708877563477
16.0;yaw;270.0;16.453771591186523;0.3650627136230469;16.088708877563477
16.0;yaw;270.0;16.416248321533203;0.32753944396972656;16.088708877563477
16.0;yaw;270.0;16.510055541992188;0.42134666442871094;16.088708877563477
